,ScD,AcD,ScA,AcA,1,2,3,4
2022-04-08,07:20,07:19,09:27,09:33,720,719,927,933
2022-04-11,07:20,07:20,09:27,09:27,720,720,927,927
2022-04-12,07:20,07:19,09:27,09:29,720,719,927,929
2022-04-13,07:20,07:19,09:27,09:30,720,719,927,930
2022-04-14,07:20,07:20,09:27,09:27,720,720,927,927
2022-04-19,07:20,07:21,09:27,09:26,720,721,927,926
2022-04-20,07:20,07:19,09:27,09:33,720,719,927,933
2022-04-21,07:20,07:19,09:27,09:33,720,719,927,933
2022-04-22,07:20,07:19,09:27,09:29,720,719,927,929
2022-04-25,07:20,07:19,09:27,09:31,720,719,927,931
2022-04-26,07:20,07:19,09:27,09:29,720,719,927,929
2022-04-27,07:20,07:20,09:27,09:30,720,720,927,930
2022-04-28,07:20,07:19,09:27,09:37,720,719,927,937
2022-04-29,07:20,07:19,09:27,09:33,720,719,927,933
2022-01-03,07:20,07:20,09:28,09:37,720,720,928,937
2022-01-04,07:20,07:19,09:46,09:47,720,719,946,947
2022-01-05,07:20,07:20,09:46,09:50,720,720,946,950
2022-01-06,07:20,07:20,09:46,09:54,720,720,946,954
2022-01-07,07:20,07:19,09:46,10:03,720,719,946,1003
2022-01-11,07:20,07:19,09:46,10:21,720,719,946,1021
2022-01-12,07:20,07:19,09:46,09:55,720,719,946,955
2022-02-14,07:20,07:19,09:46,09:44,720,719,946,944
2022-02-15,07:20,07:20,09:46,09:46,720,720,946,946
2022-02-16,07:20,07:20,09:46,09:46,720,720,946,946
2022-02-21,07:20,07:29,09:46,10:15,720,729,946,1015
2022-02-22,07:20,07:19,09:46,09:49,720,719,946,949
2022-02-23,07:20,07:20,09:46,09:44,720,720,946,944
2022-02-24,07:20,07:19,09:46,09:47,720,719,946,947
2021-09-01,07:35,07:35,09:46,09:45,735,735,946,945
2021-09-02,07:35,07:34,09:46,09:45,735,734,946,945
2021-09-03,07:35,07:35,09:46,09:46,735,735,946,946
2021-09-06,07:35,07:35,09:46,09:48,735,735,946,948
2021-09-07,07:35,07:34,09:46,09:51,735,734,946,951
2021-09-08,07:35,07:35,09:46,09:48,735,735,946,948
2021-09-09,07:35,07:35,09:46,09:47,735,735,946,947
2021-09-10,07:35,07:35,09:46,09:51,735,735,946,951
2021-09-13,07:35,07:34,09:46,09:46,735,734,946,946
2021-09-14,07:35,07:36,09:46,09:54,735,736,946,954
2021-09-15,07:35,07:35,09:46,09:45,735,735,946,945
2021-09-16,07:35,07:34,09:46,09:47,735,734,946,947
2021-09-17,07:35,07:35,09:46,09:44,735,735,946,944
2021-09-20,07:35,07:34,09:46,09:46,735,734,946,946
2021-09-21,07:35,07:34,09:46,09:50,735,734,946,950
2021-09-22,07:35,07:35,09:46,10:01,735,735,946,1001
2021-09-24,07:35,07:35,09:46,10:01,735,735,946,1001
2021-09-27,07:35,07:35,09:46,09:46,735,735,946,946
2021-09-28,07:35,07:35,09:46,09:47,735,735,946,947
2021-09-29,07:35,07:35,09:46,09:49,735,735,946,949
2021-09-30,07:35,07:35,09:46,09:45,735,735,946,945
2021-10-01,07:35,07:37,09:46,09:45,735,737,946,945
2021-10-04,07:35,07:35,09:46,09:53,735,735,946,953
2021-10-05,07:35,07:35,09:46,09:45,735,735,946,945
2021-10-06,07:35,07:34,09:46,09:46,735,734,946,946
2021-10-07,07:35,07:34,09:46,09:45,735,734,946,945
2021-10-08,07:35,07:35,09:46,09:45,735,735,946,945
2021-10-11,07:35,07:59,09:46,10:13,735,759,946,1013
2021-10-12,07:35,07:34,09:46,09:46,735,734,946,946
2021-10-13,07:35,07:34,09:46,09:46,735,734,946,946
2021-10-14,07:35,07:34,09:46,09:48,735,734,946,948
2021-10-15,07:35,07:34,09:46,10:03,735,734,946,1003
2021-10-18,07:35,07:35,09:46,10:13,735,735,946,1013
2021-10-19,07:35,07:34,09:46,09:49,735,734,946,949
2021-10-20,07:35,07:34,09:46,09:53,735,734,946,953
2021-10-21,07:35,07:34,09:46,10:10,735,734,946,1010
2021-10-22,07:35,07:35,09:46,09:45,735,735,946,945
2021-10-25,07:35,07:35,09:46,09:48,735,735,946,948
2021-10-26,07:35,07:34,09:46,09:46,735,734,946,946
2021-10-27,07:35,07:35,09:46,09:47,735,735,946,947
2021-10-28,07:35,07:34,09:46,09:47,735,734,946,947
2021-10-29,07:35,07:35,09:46,10:03,735,735,946,1003
2021-11-01,07:35,07:34,09:46,09:52,735,734,946,952
2021-11-02,07:35,07:35,09:46,09:50,735,735,946,950
2021-11-03,07:35,07:35,09:46,10:10,735,735,946,1010
2021-11-04,07:35,07:34,09:46,09:53,735,734,946,953
2021-11-05,07:35,07:34,09:46,09:49,735,734,946,949
2021-11-08,07:35,07:35,09:46,10:03,735,735,946,1003
2021-11-09,07:35,07:34,09:46,09:50,735,734,946,950
2021-11-10,07:35,07:34,09:46,09:53,735,734,946,953
2021-11-11,07:35,07:35,09:46,09:51,735,735,946,951
2021-11-12,07:35,07:34,09:46,09:48,735,734,946,948
2021-11-15,07:35,07:34,09:46,09:45,735,734,946,945
2021-11-16,07:35,07:34,09:46,09:46,735,734,946,946
2021-11-17,07:35,07:34,09:46,09:47,735,734,946,947
2021-11-18,07:35,07:35,09:46,09:48,735,735,946,948
2021-11-19,07:35,07:34,09:46,09:47,735,734,946,947
2021-11-22,07:35,07:35,09:46,09:45,735,735,946,945
2021-11-23,07:35,07:34,09:46,09:50,735,734,946,950
2021-11-24,07:35,07:34,09:46,09:46,735,734,946,946
2021-11-25,07:35,07:35,09:46,09:47,735,735,946,947
2021-11-26,07:35,07:34,09:46,10:29,735,734,946,1029
2021-11-29,07:35,07:41,09:46,09:58,735,741,946,958
2021-11-30,07:35,07:36,09:46,09:45,735,736,946,945
2021-12-01,07:35,07:35,09:46,09:57,735,735,946,957
2021-12-02,07:35,07:35,09:46,09:48,735,735,946,948
2021-12-03,07:35,07:35,09:46,10:15,735,735,946,1015
2021-12-06,07:35,07:35,09:46,09:47,735,735,946,947
2021-12-07,07:35,07:34,09:46,09:47,735,734,946,947
2021-12-08,07:35,07:35,09:46,09:45,735,735,946,945
2021-12-09,07:35,07:35,09:46,10:01,735,735,946,1001
2021-12-10,07:35,07:34,09:46,09:48,735,734,946,948
2021-12-13,07:35,07:34,09:46,09:52,735,734,946,952
2021-12-14,07:35,07:43,09:46,10:01,735,743,946,1001
2021-12-16,07:35,07:35,09:46,09:59,735,735,946,959
2021-12-17,07:35,07:34,09:46,10:55,735,734,946,1055
2021-12-20,07:35,07:35,09:46,09:49,735,735,946,949
2021-12-21,07:35,07:34,09:46,09:53,735,734,946,953
2021-12-22,07:35,07:34,09:46,09:46,735,734,946,946
2021-12-23,07:35,07:45,09:46,09:55,735,745,946,955
2021-12-24,07:35,07:35,09:46,09:47,735,735,946,947
2021-12-28,07:35,07:34,09:46,09:50,735,734,946,950
2021-12-29,07:35,07:35,09:46,09:47,735,735,946,947
2021-12-30,07:35,07:35,09:46,09:56,735,735,946,956
2021-12-31,07:35,07:38,09:46,09:49,735,738,946,949
2022-01-13,07:35,07:35,09:46,09:46,735,735,946,946
2022-01-14,07:35,07:34,09:46,09:50,735,734,946,950
2022-02-28,07:35,07:35,09:46,09:48,735,735,946,948
2022-03-01,07:35,07:35,09:46,09:50,735,735,946,950
2022-03-02,07:35,07:37,09:46,09:51,735,737,946,951
2022-03-03,07:35,07:34,09:46,09:48,735,734,946,948
2022-03-04,07:35,07:34,09:46,09:47,735,734,946,947
2022-03-07,07:35,07:35,09:46,09:47,735,735,946,947
2022-03-08,07:35,07:34,09:46,09:48,735,734,946,948
2022-03-09,07:35,07:34,09:46,09:55,735,734,946,955
2022-03-10,07:35,07:35,09:46,09:53,735,735,946,953
2022-03-11,07:35,07:34,09:46,09:52,735,734,946,952
2022-03-15,07:35,07:35,09:46,09:50,735,735,946,950
2022-03-16,07:35,07:35,09:46,09:47,735,735,946,947
2022-03-17,07:35,07:35,09:46,09:50,735,735,946,950
2022-03-18,07:35,07:34,09:46,09:49,735,734,946,949
2022-03-21,07:35,07:35,09:46,09:49,735,735,946,949
2022-03-22,07:35,07:35,09:46,09:54,735,735,946,954
2022-03-23,07:35,07:34,09:46,10:18,735,734,946,1018
2022-03-24,07:35,07:35,09:46,09:47,735,735,946,947
2022-03-25,07:35,07:34,09:46,09:46,735,734,946,946
2022-03-28,07:35,07:34,09:46,09:50,735,734,946,950
2022-03-29,07:35,07:34,09:46,09:51,735,734,946,951
2022-03-30,07:35,07:35,09:46,09:48,735,735,946,948
2022-03-31,07:35,07:34,09:46,09:47,735,734,946,947
2022-04-01,07:35,07:36,09:46,10:13,735,736,946,1013
2022-04-04,07:35,07:35,09:46,09:48,735,735,946,948
2022-04-05,07:35,07:34,09:46,09:51,735,734,946,951
2022-04-06,07:35,07:35,09:46,09:48,735,735,946,948
2022-04-07,07:35,07:34,09:46,09:53,735,734,946,953
2022-04-08,07:35,07:34,09:46,09:50,735,734,946,950
2022-04-12,07:35,07:34,09:46,09:48,735,734,946,948
2022-04-13,07:35,07:35,09:46,09:52,735,735,946,952
2022-04-14,07:35,07:34,09:46,09:50,735,734,946,950
2022-04-19,07:35,07:38,09:46,09:54,735,738,946,954
2022-04-20,07:35,07:35,09:46,09:48,735,735,946,948
2022-04-21,07:35,07:35,09:46,09:45,735,735,946,945
2022-04-22,07:35,07:35,09:46,09:48,735,735,946,948
2022-04-25,07:35,07:35,09:46,09:45,735,735,946,945
2022-04-26,07:35,07:35,09:46,09:51,735,735,946,951
2022-04-27,07:35,07:35,09:46,09:46,735,735,946,946
2022-04-28,07:35,07:34,09:46,09:47,735,734,946,947
2022-04-29,07:35,07:35,09:46,09:46,735,735,946,946
2022-01-04,07:40,07:42,10:05,10:24,740,742,1005,1024
2022-01-05,07:40,07:39,10:05,10:07,740,739,1005,1007
2022-01-06,07:40,07:39,10:05,10:03,740,739,1005,1003
2022-01-07,07:40,07:39,10:05,10:09,740,739,1005,1009
2022-01-10,07:40,07:39,10:05,10:04,740,739,1005,1004
2022-01-11,07:40,07:40,10:05,10:18,740,740,1005,1018
2022-01-12,07:40,07:40,10:05,10:28,740,740,1005,1028
2021-12-13,07:56,07:55,10:05,10:04,756,755,1005,1004
2021-12-14,07:56,07:56,10:05,10:09,756,756,1005,1009
2021-12-15,07:56,07:58,10:05,10:09,756,758,1005,1009
2021-12-16,07:56,07:56,10:05,10:13,756,756,1005,1013
2021-12-17,07:56,07:55,10:05,11:17,756,755,1005,1117
2021-12-20,07:56,07:56,10:05,10:23,756,756,1005,1023
2021-12-21,07:56,07:56,10:05,10:06,756,756,1005,1006
2021-12-22,07:56,07:55,10:05,10:08,756,755,1005,1008
2021-12-23,07:56,07:55,10:05,10:07,756,755,1005,1007
2021-12-28,07:56,07:55,10:05,10:10,756,755,1005,1010
2021-12-29,07:56,08:02,10:05,10:13,756,802,1005,1013
2021-12-30,07:56,07:56,10:05,10:06,756,756,1005,1006
2022-01-13,07:56,07:56,10:05,10:19,756,756,1005,1019
2022-01-14,07:56,08:15,10:05,10:20,756,815,1005,1020
2022-04-01,07:56,07:57,10:05,10:18,756,757,1005,1018
2022-04-08,07:56,07:56,10:05,10:04,756,756,1005,1004
2022-04-14,07:56,07:56,10:05,10:03,756,756,1005,1003
2022-04-19,07:56,07:56,10:05,10:06,756,756,1005,1006
2022-04-22,07:56,07:58,10:05,10:07,756,758,1005,1007
2022-04-29,07:56,07:55,10:05,10:03,756,755,1005,1003
2022-01-03,08:19,08:19,10:27,10:29,819,819,1027,1029
2021-09-01,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-09-02,08:20,08:19,10:27,10:28,820,819,1027,1028
2021-09-03,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-09-06,08:20,08:21,10:27,10:28,820,821,1027,1028
2021-09-07,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-09-08,08:20,08:20,10:27,10:30,820,820,1027,1030
2021-09-09,08:20,08:21,10:27,10:35,820,821,1027,1035
2021-09-10,08:20,08:20,10:27,10:39,820,820,1027,1039
2021-09-13,08:20,08:19,10:27,10:32,820,819,1027,1032
2021-09-14,08:20,08:20,10:27,11:00,820,820,1027,1100
2021-09-15,08:20,08:20,10:27,10:26,820,820,1027,1026
2021-09-16,08:20,08:20,10:27,10:53,820,820,1027,1053
2021-09-17,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-09-20,08:20,08:20,10:27,10:31,820,820,1027,1031
2021-09-21,08:20,08:20,10:27,10:34,820,820,1027,1034
2021-09-22,08:20,08:19,10:27,10:37,820,819,1027,1037
2021-09-23,08:20,08:19,10:27,10:30,820,819,1027,1030
2021-09-24,08:20,08:20,10:27,10:33,820,820,1027,1033
2021-09-27,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-09-28,08:20,08:19,10:27,10:32,820,819,1027,1032
2021-09-29,08:20,08:20,10:27,10:51,820,820,1027,1051
2021-09-30,08:20,08:20,10:27,10:40,820,820,1027,1040
2021-10-01,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-10-04,08:20,08:20,10:27,10:36,820,820,1027,1036
2021-10-05,08:20,08:19,10:27,10:30,820,819,1027,1030
2021-10-06,08:20,08:20,10:27,10:33,820,820,1027,1033
2021-10-07,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-10-08,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-10-11,08:20,08:20,10:27,10:34,820,820,1027,1034
2021-10-12,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-10-13,08:20,08:20,10:27,10:33,820,820,1027,1033
2021-10-14,08:20,08:20,10:27,10:34,820,820,1027,1034
2021-10-15,08:20,08:20,10:27,10:30,820,820,1027,1030
2021-10-18,08:20,08:19,10:27,10:44,820,819,1027,1044
2021-10-19,08:20,09:06,10:27,11:25,820,906,1027,1125
2021-10-20,08:20,08:20,10:27,10:31,820,820,1027,1031
2021-10-21,08:20,08:20,10:27,10:58,820,820,1027,1058
2021-10-22,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-10-25,08:20,08:20,10:27,10:33,820,820,1027,1033
2021-10-26,08:20,08:20,10:27,10:36,820,820,1027,1036
2021-10-27,08:20,08:20,10:27,10:34,820,820,1027,1034
2021-10-28,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-10-29,08:20,08:20,10:27,11:01,820,820,1027,1101
2021-11-01,08:20,08:20,10:27,10:36,820,820,1027,1036
2021-11-02,08:20,08:20,10:27,10:30,820,820,1027,1030
2021-11-03,08:20,08:19,10:27,10:33,820,819,1027,1033
2021-11-04,08:20,08:19,10:27,10:29,820,819,1027,1029
2021-11-05,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-11-08,08:20,08:26,10:27,10:38,820,826,1027,1038
2021-11-09,08:20,08:19,10:27,10:37,820,819,1027,1037
2021-11-10,08:20,08:20,10:27,10:34,820,820,1027,1034
2021-11-11,08:20,08:19,10:27,10:33,820,819,1027,1033
2021-11-12,08:20,08:20,10:27,10:30,820,820,1027,1030
2021-11-15,08:20,08:19,10:27,10:33,820,819,1027,1033
2021-11-16,08:20,08:20,10:27,10:32,820,820,1027,1032
2021-11-17,08:20,08:20,10:27,10:43,820,820,1027,1043
2021-11-18,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-11-19,08:20,08:19,10:27,10:31,820,819,1027,1031
2021-11-22,08:20,08:20,10:27,10:39,820,820,1027,1039
2021-11-23,08:20,08:20,10:27,10:33,820,820,1027,1033
2021-11-24,08:20,08:21,10:27,10:30,820,821,1027,1030
2021-11-25,08:20,08:20,10:27,10:31,820,820,1027,1031
2021-11-26,08:20,08:19,10:27,10:55,820,819,1027,1055
2021-11-29,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-11-30,08:20,08:20,10:27,10:29,820,820,1027,1029
2021-12-01,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-12-02,08:20,08:19,10:27,10:34,820,819,1027,1034
2021-12-03,08:20,08:33,10:27,11:04,820,833,1027,1104
2021-12-06,08:20,08:20,10:27,10:35,820,820,1027,1035
2021-12-07,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-12-08,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-12-09,08:20,08:19,10:27,10:45,820,819,1027,1045
2021-12-10,08:20,08:19,10:27,10:26,820,819,1027,1026
2021-12-13,08:20,08:19,10:27,10:29,820,819,1027,1029
2021-12-14,08:20,08:20,10:27,10:28,820,820,1027,1028
2021-12-15,08:20,08:19,10:27,10:27,820,819,1027,1027
2021-12-16,08:20,08:19,10:27,10:28,820,819,1027,1028
2021-12-17,08:20,08:19,10:27,11:25,820,819,1027,1125
2021-12-20,08:20,08:19,10:27,10:36,820,819,1027,1036
2021-12-21,08:20,08:20,10:27,10:27,820,820,1027,1027
2021-12-22,08:20,08:20,10:27,10:25,820,820,1027,1025
2021-12-23,08:20,08:19,10:27,10:25,820,819,1027,1025
2021-12-24,08:20,08:26,10:27,10:31,820,826,1027,1031
2021-12-28,08:20,08:19,10:27,10:26,820,819,1027,1026
2021-12-29,08:20,08:20,10:27,10:24,820,820,1027,1024
2021-12-30,08:20,08:20,10:27,10:25,820,820,1027,1025
2021-12-31,08:20,08:19,10:27,10:33,820,819,1027,1033
2022-01-13,08:20,08:20,10:27,10:26,820,820,1027,1026
2022-01-14,08:20,08:28,10:27,10:32,820,828,1027,1032
2022-02-28,08:20,08:20,10:27,10:27,820,820,1027,1027
2022-03-01,08:20,08:20,10:27,10:32,820,820,1027,1032
2022-03-02,08:20,08:19,10:27,10:27,820,819,1027,1027
2022-03-03,08:20,08:19,10:27,10:33,820,819,1027,1033
2022-03-04,08:20,08:20,10:27,10:29,820,820,1027,1029
2022-03-07,08:20,08:20,10:27,10:28,820,820,1027,1028
2022-03-08,08:20,08:20,10:27,10:56,820,820,1027,1056
2022-03-09,08:20,08:20,10:27,10:38,820,820,1027,1038
2022-03-10,08:20,08:20,10:27,10:28,820,820,1027,1028
2022-03-11,08:20,08:48,10:27,11:14,820,848,1027,1114
2022-03-14,08:20,08:20,10:27,10:26,820,820,1027,1026
2022-03-15,08:20,08:19,10:27,10:29,820,819,1027,1029
2022-03-16,08:20,08:19,10:27,10:28,820,819,1027,1028
2022-03-17,08:20,08:19,10:27,10:29,820,819,1027,1029
2022-03-18,08:20,08:19,10:27,10:29,820,819,1027,1029
2022-03-21,08:20,08:20,10:27,10:29,820,820,1027,1029
2022-03-22,08:20,08:20,10:27,10:28,820,820,1027,1028
2022-03-23,08:20,08:19,10:27,10:29,820,819,1027,1029
2022-03-24,08:20,08:20,10:27,10:32,820,820,1027,1032
2022-03-25,08:20,08:20,10:27,10:33,820,820,1027,1033
2022-03-28,08:20,08:20,10:27,10:30,820,820,1027,1030
2022-03-29,08:20,08:19,10:27,10:28,820,819,1027,1028
2022-03-30,08:20,08:21,10:27,10:30,820,821,1027,1030
2022-03-31,08:20,08:20,10:27,10:30,820,820,1027,1030
2022-04-01,08:20,08:21,10:27,10:26,820,821,1027,1026
2022-04-04,08:20,08:19,10:27,10:29,820,819,1027,1029
2022-04-05,08:20,08:20,10:27,10:28,820,820,1027,1028
2022-04-06,08:20,08:19,10:27,10:26,820,819,1027,1026
2022-04-07,08:20,08:20,10:27,10:31,820,820,1027,1031
2022-04-08,08:20,08:19,10:27,10:25,820,819,1027,1025
2022-04-11,08:20,08:19,10:27,10:28,820,819,1027,1028
2022-04-12,08:20,08:19,10:27,10:33,820,819,1027,1033
2022-04-13,08:20,08:21,10:27,10:28,820,821,1027,1028
2022-04-14,08:20,08:19,10:27,10:25,820,819,1027,1025
2022-04-19,08:20,08:20,10:27,10:26,820,820,1027,1026
2022-04-20,08:20,08:20,10:27,10:31,820,820,1027,1031
2022-04-21,08:20,08:20,10:27,10:47,820,820,1027,1047
2022-04-22,08:20,08:20,10:27,10:25,820,820,1027,1025
2022-04-25,08:20,08:19,10:27,10:27,820,819,1027,1027
2022-04-26,08:20,08:19,10:27,10:26,820,819,1027,1026
2022-04-27,08:20,08:19,10:27,10:30,820,819,1027,1030
2022-04-28,08:20,08:19,10:27,10:34,820,819,1027,1034
2022-04-29,08:20,08:20,10:27,10:26,820,820,1027,1026
2022-01-04,08:20,08:19,10:46,10:51,820,819,1046,1051
2022-01-05,08:20,08:20,10:46,10:49,820,820,1046,1049
2022-01-06,08:20,08:20,10:46,10:45,820,820,1046,1045
2022-01-07,08:20,08:19,10:46,10:54,820,819,1046,1054
2022-01-10,08:20,08:20,10:46,10:46,820,820,1046,1046
2022-01-11,08:20,08:19,10:46,10:54,820,819,1046,1054
2022-01-12,08:20,08:19,10:46,11:01,820,819,1046,1101
2022-01-17,08:20,08:21,10:35,10:32,820,821,1035,1032
2022-01-18,08:20,08:20,10:35,10:32,820,820,1035,1032
2022-01-19,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-01-20,08:20,08:20,10:35,10:33,820,820,1035,1033
2022-01-21,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-01-24,08:20,08:19,10:35,10:34,820,819,1035,1034
2022-01-25,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-01-26,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-01-27,08:20,08:19,10:35,10:35,820,819,1035,1035
2022-01-28,08:20,08:19,10:35,10:33,820,819,1035,1033
2022-01-31,08:20,08:19,10:35,10:33,820,819,1035,1033
2022-02-02,08:20,08:19,10:35,10:33,820,819,1035,1033
2022-02-03,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-02-04,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-02-07,08:20,08:19,10:35,10:38,820,819,1035,1038
2022-02-08,08:20,08:20,10:35,10:32,820,820,1035,1032
2022-02-09,08:20,08:20,10:35,10:33,820,820,1035,1033
2022-02-10,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-02-11,08:20,08:20,10:35,10:35,820,820,1035,1035
2022-02-14,08:20,08:20,10:35,10:33,820,820,1035,1033
2022-02-15,08:20,08:20,10:35,10:33,820,820,1035,1033
2022-02-16,08:20,08:20,10:35,10:35,820,820,1035,1035
2022-02-22,08:20,08:19,10:35,10:35,820,819,1035,1035
2022-02-23,08:20,08:20,10:35,10:41,820,820,1035,1041
2022-02-24,08:20,08:19,10:35,10:32,820,819,1035,1032
2022-02-25,08:20,08:20,10:35,10:33,820,820,1035,1033
2021-12-27,08:28,08:27,10:46,10:47,828,827,1046,1047
2022-01-03,08:36,08:35,10:46,10:49,836,835,1046,1049
2021-09-01,08:40,08:39,10:46,10:47,840,839,1046,1047
2021-09-02,08:40,08:39,10:46,10:44,840,839,1046,1044
2021-09-03,08:40,08:39,10:46,10:50,840,839,1046,1050
2021-09-06,08:40,08:40,10:46,10:46,840,840,1046,1046
2021-09-07,08:40,08:39,10:46,10:50,840,839,1046,1050
2021-09-08,08:40,08:39,10:46,10:45,840,839,1046,1045
2021-09-09,08:40,08:39,10:46,10:49,840,839,1046,1049
2021-09-10,08:40,08:39,10:46,10:50,840,839,1046,1050
2021-09-13,08:40,08:39,10:46,10:46,840,839,1046,1046
2021-09-14,08:40,08:39,10:46,10:48,840,839,1046,1048
2021-09-15,08:40,08:40,10:46,10:54,840,840,1046,1054
2021-09-16,08:40,08:42,10:46,10:46,840,842,1046,1046
2021-09-17,08:40,08:39,10:46,10:45,840,839,1046,1045
2021-09-20,08:40,08:39,10:46,10:48,840,839,1046,1048
2021-09-21,08:40,08:39,10:46,10:46,840,839,1046,1046
2021-09-22,08:40,08:41,10:46,10:50,840,841,1046,1050
2021-09-23,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-09-24,08:40,08:45,10:46,10:52,840,845,1046,1052
2021-09-27,08:40,08:40,10:46,10:58,840,840,1046,1058
2021-09-28,08:40,08:39,10:46,10:50,840,839,1046,1050
2021-09-29,08:40,08:40,10:46,11:13,840,840,1046,1113
2021-09-30,08:40,08:41,10:46,10:50,840,841,1046,1050
2021-10-01,08:40,08:41,10:46,10:50,840,841,1046,1050
2021-10-04,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-10-05,08:40,08:39,10:46,10:46,840,839,1046,1046
2021-10-06,08:40,08:39,10:46,10:46,840,839,1046,1046
2021-10-07,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-10-08,08:40,08:40,10:46,10:46,840,840,1046,1046
2021-10-11,08:40,08:39,10:46,10:48,840,839,1046,1048
2021-10-12,08:40,08:39,10:46,10:47,840,839,1046,1047
2021-10-13,08:40,08:39,10:46,10:45,840,839,1046,1045
2021-10-14,08:40,08:43,10:46,10:52,840,843,1046,1052
2021-10-15,08:40,08:40,10:46,10:46,840,840,1046,1046
2021-10-18,08:40,08:41,10:46,11:01,840,841,1046,1101
2021-10-19,08:40,09:09,10:46,11:30,840,909,1046,1130
2021-10-20,08:40,08:42,10:46,10:49,840,842,1046,1049
2021-10-21,08:40,08:41,10:46,11:09,840,841,1046,1109
2021-10-22,08:40,08:39,10:46,10:48,840,839,1046,1048
2021-10-25,08:40,08:39,10:46,10:47,840,839,1046,1047
2021-10-26,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-10-27,08:40,08:40,10:46,10:52,840,840,1046,1052
2021-10-28,08:40,08:39,10:46,10:47,840,839,1046,1047
2021-10-29,08:40,08:39,10:46,10:54,840,839,1046,1054
2021-11-01,08:40,08:39,10:46,11:01,840,839,1046,1101
2021-11-02,08:40,08:39,10:46,10:48,840,839,1046,1048
2021-11-03,08:40,08:40,10:46,10:51,840,840,1046,1051
2021-11-04,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-11-05,08:40,08:39,10:46,10:54,840,839,1046,1054
2021-11-08,08:40,08:44,10:46,10:45,840,844,1046,1045
2021-11-09,08:40,08:39,10:46,10:46,840,839,1046,1046
2021-11-10,08:40,08:39,10:46,11:02,840,839,1046,1102
2021-11-11,08:40,08:40,10:46,10:45,840,840,1046,1045
2021-11-12,08:40,08:40,10:46,10:56,840,840,1046,1056
2021-11-15,08:40,08:40,10:46,10:51,840,840,1046,1051
